id,name,level,jiangxinLV,yelinglong,suiyin,props,deco,texiao
4901, 狂风刀·天罡, 1, 0, 115, 4600000, 犀照：会心率+3%, 狂风刀伤害提升1%, 空
4902, 狂风刀·天罡, 2, 1, 225, 8050000, 犀照：会心率+3.5%, 狂风刀伤害提升2%, 空
4903, 狂风刀·天罡, 3, 2, 340, 11500000, 犀照：会心率+4%, 狂风刀伤害提升3%, 空
4904, 狂风刀·天罡, 4, 3, 5, 17300000, 犀照：会心率+4.5%, 狂风刀伤害提升4%, 空
4905, 狂风刀·天罡, 5, 5, 120, 23050000, 犀照：会心率+5%, 狂风刀伤害提升5%，释放过程中受到的伤害降低2%, 空
4906, 狂风刀·天罡, 6, 8, 240, 28800000, 犀照：会心率+5.5%, 狂风刀伤害提升6%，释放过程中受到的伤害降低4%, 空
4907, 狂风刀·天罡, 7, 12, 350, 34550000, 犀照：会心率+6%, 狂风刀伤害提升7%，释放过程中受到的伤害降低6%, 空
4908, 狂风刀·天罡, 8, 16, 5, 115200000, 犀照：会心率+6.5%, 狂风刀伤害提升8%，释放过程中受到的伤害降低8%, 空
4909, 狂风刀·天罡, 9, 20, 0, 0, 犀照：会心率+7%, 狂风刀伤害提升9%，释放过程中受到的伤害降低10%, 改变神刀招式《狂风刀》表现
5000, 踏浪斩·怀柔, 0, 0, 0, 0, 空, 空, 空
5001, 踏浪斩·怀柔, 1, 0, 15, 2000000, 屏月：格挡+3%, 踏浪斩命中近距离目标时会心几率提高10%, 空
5002, 踏浪斩·怀柔, 2, 1, 30, 3500000, 屏月：格挡+3.5%, 踏浪斩命中近距离目标时会心几率提高18%, 空
5003, 踏浪斩·怀柔, 3, 2, 45, 5000000, 屏月：格挡+4%, 踏浪斩命中近距离目标时会心几率提高26%, 空
5004, 踏浪斩·怀柔, 4, 3, 2, 7500000, 屏月：格挡+4.5%, 踏浪斩命中近距离目标时会心几率提高34%, 空
5005, 踏浪斩·怀柔, 5, 5, 50, 10000000, 屏月：格挡+6.5%, 踏浪斩命中近距离目标时会心几率提高50%, 空
5006, 踏浪斩·怀柔, 6, 8, 100, 12500000, 屏月：格挡+7%, 踏浪斩伤害提升5%，命中近距离目标时会心几率提高50%, 空
5007, 踏浪斩·怀柔, 7, 12, 150, 15000000, 屏月：格挡+7.5%, 踏浪斩伤害提升10%，命中近距离目标时会心几率提高50%, 空
5008, 踏浪斩·怀柔, 8, 16, 2, 50000000, 屏月：格挡+8%, 踏浪斩伤害提升15%，命中近距离目标时会心几率提高50%, 空
5009, 踏浪斩·怀柔, 9, 20, 0, 0, 屏月：格挡+8%, 踏浪斩伤害提升20%，命中近距离目标时会心几率提高50%, 改变神刀招式《踏浪斩》表现
5100, 天地风火·追月, 0, 0, 0, 0, 空, 空, 空
5101, 天地风火·追月, 1, 0, 90, 3850000, 长鸿：韧劲+2%, 天地风火伤害提升1%, 空
5102, 天地风火·追月, 2, 1, 180, 6700000, 长鸿：韧劲+2.5%, 天地风火伤害提升2%, 空
5103, 天地风火·追月, 3, 2, 270, 9600000, 长鸿：韧劲+3%, 天地风火伤害提升3%, 空
5104, 天地风火·追月, 4, 3, 4, 14400000, 长鸿：韧劲+3.5%, 天地风火伤害提升4%, 空
5105, 天地风火·追月, 5, 5, 95, 19200000, 长鸿：韧劲+4%, 天地风火伤害提升5%，释放过程中受到的伤害降低2%, 空
5106, 天地风火·追月, 6, 8, 190, 24000000, 长鸿：韧劲+4.5%, 天地风火伤害提升6%，释放过程中受到的伤害降低4%, 空
5107, 天地风火·追月, 7, 12, 280, 28800000, 长鸿：韧劲+5%, 天地风火伤害提升7%，释放过程中受到的伤害降低6%, 空
5108, 天地风火·追月, 8, 16, 4, 96000000, 长鸿：韧劲+5.5%, 天地风火伤害提升8%，释放过程中受到的伤害降低8%, 空
5109, 天地风火·追月, 9, 20, 0, 0, 长鸿：韧劲+6%, 天地风火伤害提升9%，释放过程中受到的伤害降低10%, 改变神刀招式《天地风火》表现
700, , 0, 0, 0, 0, 空, 空, 空
701, 精纯冶玲珑, 1, 0, 0, 0, 空, 空, 空
800, , 0, 0, 0, 0, 空, 空, 空
801, 劫火冶玲珑, 1, 0, 0, 0, 空, 空, 空
900, , 0, 0, 0, 0, 空, 空, 空
901, 玲珑心·壹, 1, 0, 0, 0, 空, 空, 空
1000, , 0, 0, 0, 0, 空, 空, 空
1001, 玲珑心·贰, 1, 0, 0, 0, 空, 空, 空
1100, , 0, 0, 0, 0, 空, 空, 空
1101, 精纯冶玲珑·上衣, 1, 0, 0, 0, 空, 空, 空
1200, , 0, 0, 0, 0, 空, 空, 空
1201, 玲珑心·壹·上衣, 1, 0, 0, 0, 空, 空, 空
5200, 风雷一剑·长辛, 0, 0, 0, 0, 空, 空, 空
5201, 风雷一剑·长辛, 1, 0, 135, 5050000, 秋水：气血上限+400, 风雷一剑伤害增加0.5%, 空
5202, 风雷一剑·长辛, 2, 1, 270, 8850000, 秋水：气血上限+450, 风雷一剑伤害增加1%, 空
5203, 风雷一剑·长辛, 3, 2, 405, 12650000, 秋水：气血上限+500, 风雷一剑伤害增加1.5%, 空
5204, 风雷一剑·长辛, 4, 3, 6, 19000000, 秋水：气血上限+600, 风雷一剑伤害增加2%, 空
5205, 风雷一剑·长辛, 5, 5, 130, 25350000, 秋水：气血上限+700, 风雷一剑伤害增加2.5%, 空
5206, 风雷一剑·长辛, 6, 8, 260, 31650000, 秋水：气血上限+800, 风雷一剑伤害增加3%, 空
5207, 风雷一剑·长辛, 7, 12, 385, 38000000, 秋水：气血上限+850, 风雷一剑伤害增加3.5%, 空
5208, 风雷一剑·长辛, 8, 16, 6, 126700000, 秋水：气血上限+900, 风雷一剑伤害增加4%, 空
5209, 风雷一剑·长辛, 9, 20, 0, 0, 秋水：气血上限+900, 风雷一剑伤害增加4.5%, 改变太白招式《风雷一剑》表现
5300, 天峰五云剑·长辛, 0, 0, 0, 0, 空, 空, 空
5301, 天峰五云剑·长辛, 1, 0, 165, 5550000, 贯日：外功攻击+50, 天峰五云剑伤害增加1%, 空
5302, 天峰五云剑·长辛, 2, 1, 335, 9700000, 贯日：外功攻击+60, 天峰五云剑伤害增加2%, 空
5303, 天峰五云剑·长辛, 3, 2, 505, 13900000, 贯日：外功攻击+65, 天峰五云剑伤害增加3%, 空
5304, 天峰五云剑·长辛, 4, 3, 7, 20900000, 贯日：外功攻击+75, 天峰五云剑伤害增加4%, 空
5305, 天峰五云剑·长辛, 5, 5, 140, 27850000, 贯日：外功攻击+90, 天峰五云剑伤害增加5%, 空
5306, 天峰五云剑·长辛, 6, 8, 285, 34800000, 贯日：外功攻击+100, 天峰五云剑伤害增加6%, 空
5307, 天峰五云剑·长辛, 7, 12, 420, 41800000, 贯日：外功攻击+110, 天峰五云剑伤害增加7%, 空
5308, 天峰五云剑·长辛, 8, 16, 6, 139350000, 贯日：外功攻击+115, 天峰五云剑伤害增加8%, 空
5309, 天峰五云剑·长辛, 9, 20, 0, 0, 贯日：外功攻击+115, 天峰五云剑伤害增加9%, 改变太白招式《天峰五云剑》表现
5400, 烈风枪·长辛, 0, 0, 0, 0, 空, 空, 空
5401, 烈风枪·长辛, 1, 0, 135, 5050000, 秋水：气血上限+400, 烈风枪及烈风枪追加断龙枪伤害提升0.5%, 空
5402, 烈风枪·长辛, 2, 1, 270, 8850000, 秋水：气血上限+450, 烈风枪及烈风枪追加断龙枪伤害提升1%, 空
5403, 烈风枪·长辛, 3, 2, 405, 12650000, 秋水：气血上限+500, 烈风枪及烈风枪追加断龙枪伤害提升1.5%, 空
5404, 烈风枪·长辛, 4, 3, 6, 19000000, 秋水：气血上限+600, 烈风枪及烈风枪追加断龙枪伤害提升2%, 空
5405, 烈风枪·长辛, 5, 5, 130, 25350000, 秋水：气血上限+700, 烈风枪及烈风枪追加断龙枪伤害提升2.5%, 空
5406, 烈风枪·长辛, 6, 8, 260, 31650000, 秋水：气血上限+800, 烈风枪及烈风枪追加断龙枪伤害提升3%, 空
5407, 烈风枪·长辛, 7, 12, 385, 38000000, 秋水：气血上限+850, 烈风枪及烈风枪追加断龙枪伤害提升3.5%, 空
5408, 烈风枪·长辛, 8, 16, 6, 126700000, 秋水：气血上限+900, 烈风枪及烈风枪追加断龙枪伤害提升4%, 空
5409, 烈风枪·长辛, 9, 20, 0, 0, 秋水：气血上限+900, 烈风枪及烈风枪追加断龙枪伤害提升4.5%, 改变神威招式《烈风枪》表现
5500, 云龙五现·长辛, 0, 0, 0, 0, 空, 空, 空
5501, 云龙五现·长辛, 1, 0, 165, 5550000, 贯日：外功攻击+50, 云龙五现伤害提升1%, 空
5502, 云龙五现·长辛, 2, 1, 335, 9700000, 贯日：外功攻击+60, 云龙五现伤害提升2%, 空
5503, 云龙五现·长辛, 3, 2, 505, 13900000, 贯日：外功攻击+65, 云龙五现伤害提升3%, 空
5504, 云龙五现·长辛, 4, 3, 7, 20900000, 贯日：外功攻击+75, 云龙五现伤害提升4%, 空
5505, 云龙五现·长辛, 5, 5, 140, 27850000, 贯日：外功攻击+90, 云龙五现伤害提升5%, 空
5506, 云龙五现·长辛, 6, 8, 285, 34800000, 贯日：外功攻击+100, 云龙五现伤害提升6%, 空
5507, 云龙五现·长辛, 7, 12, 420, 41800000, 贯日：外功攻击+110, 云龙五现伤害提升7%, 空
5508, 云龙五现·长辛, 8, 16, 6, 139350000, 贯日：外功攻击+115, 云龙五现伤害提升8%, 空
5509, 云龙五现·长辛, 9, 20, 0, 0, 贯日：外功攻击+115, 云龙五现伤害提升9%, 改变神威招式《云龙五现》表现
5600, 奔雷拳·长辛, 0, 0, 0, 0, 空, 空, 空
5601, 奔雷拳·长辛, 1, 0, 135, 5050000, 秋水：气血上限+400, 奔雷拳伤害提升1%, 空
5602, 奔雷拳·长辛, 2, 1, 270, 8850000, 秋水：气血上限+450, 奔雷拳伤害提升2%, 空
5603, 奔雷拳·长辛, 3, 2, 405, 12650000, 秋水：气血上限+500, 奔雷拳伤害提升3%, 空
5604, 奔雷拳·长辛, 4, 3, 6, 19000000, 秋水：气血上限+600, 奔雷拳伤害提升4%, 空
5605, 奔雷拳·长辛, 5, 5, 130, 25350000, 秋水：气血上限+700, 奔雷拳伤害提升5%, 空
5606, 奔雷拳·长辛, 6, 8, 260, 31650000, 秋水：气血上限+800, 奔雷拳伤害提升6%, 空
5607, 奔雷拳·长辛, 7, 12, 385, 38000000, 秋水：气血上限+850, 奔雷拳伤害提升7%, 空
5608, 奔雷拳·长辛, 8, 16, 6, 126700000, 秋水：气血上限+900, 奔雷拳伤害提升8%, 空
5609, 奔雷拳·长辛, 9, 20, 0, 0, 秋水：气血上限+900, 奔雷拳伤害提升9%, 改变丐帮招式《奔雷拳》表现
5700, 龙吟三破·长辛, 0, 0, 0, 0, 空, 空, 空
5701, 龙吟三破·长辛, 1, 0, 165, 5550000, 贯日：外功攻击+50, 龙吟三破伤害提升1%, 空
5702, 龙吟三破·长辛, 2, 1, 335, 9700000, 贯日：外功攻击+60, 龙吟三破伤害提升2%, 空
5703, 龙吟三破·长辛, 3, 2, 505, 13900000, 贯日：外功攻击+65, 龙吟三破伤害提升3%, 空
5704, 龙吟三破·长辛, 4, 3, 7, 20900000, 贯日：外功攻击+75, 龙吟三破伤害提升4%, 空
5705, 龙吟三破·长辛, 5, 5, 140, 27850000, 贯日：外功攻击+90, 龙吟三破伤害提升5%, 空
5706, 龙吟三破·长辛, 6, 8, 285, 34800000, 贯日：外功攻击+100, 龙吟三破伤害提升6%, 空
5707, 龙吟三破·长辛, 7, 12, 420, 41800000, 贯日：外功攻击+110, 龙吟三破伤害提升7%, 空
5708, 龙吟三破·长辛, 8, 16, 6, 139350000, 贯日：外功攻击+115, 龙吟三破伤害提升8%, 空
5709, 龙吟三破·长辛, 9, 20, 0, 0, 贯日：外功攻击+115, 龙吟三破伤害提升9%, 改变丐帮招式《龙吟三破》表现
5800, 风花饮月·长辛, 0, 0, 0, 0, 空, 空, 空
5801, 风花饮月·长辛, 1, 0, 135, 5050000, 秋水：气血上限+400, 风花饮月伤害提升0.5%, 空
5802, 风花饮月·长辛, 2, 1, 270, 8850000, 秋水：气血上限+450, 风花饮月伤害提升1%, 空
5803, 风花饮月·长辛, 3, 2, 405, 12650000, 秋水：气血上限+500, 风花饮月伤害提升1.5%, 空
5804, 风花饮月·长辛, 4, 3, 6, 19000000, 秋水：气血上限+600, 风花饮月伤害提升2%, 空
5805, 风花饮月·长辛, 5, 5, 130, 25350000, 秋水：气血上限+700, 风花饮月伤害提升2.5%, 空
5806, 风花饮月·长辛, 6, 8, 260, 31650000, 秋水：气血上限+800, 风花饮月伤害提升3%, 空
5807, 风花饮月·长辛, 7, 12, 385, 38000000, 秋水：气血上限+850, 风花饮月伤害提升3.5%, 空
5808, 风花饮月·长辛, 8, 16, 6, 126700000, 秋水：气血上限+900, 风花饮月伤害提升4%, 空
5809, 风花饮月·长辛, 9, 20, 0, 0, 秋水：气血上限+900, 风花饮月伤害提升4.5%, 改变唐门招式《风花饮月》表现
5900, 星雨飞花·长辛, 0, 0, 0, 0, 空, 空, 空
5901, 星雨飞花·长辛, 1, 0, 165, 5550000, 贯日：外功攻击+50, 星雨飞花伤害提升1%, 空
5902, 星雨飞花·长辛, 2, 1, 335, 9700000, 贯日：外功攻击+60, 星雨飞花伤害提升2%, 空
5903, 星雨飞花·长辛, 3, 2, 505, 13900000, 贯日：外功攻击+65, 星雨飞花伤害提升3%, 空
5904, 星雨飞花·长辛, 4, 3, 7, 20900000, 贯日：外功攻击+75, 星雨飞花伤害提升4%, 空
5905, 星雨飞花·长辛, 5, 5, 140, 27850000, 贯日：外功攻击+90, 星雨飞花伤害提升5%, 空
5906, 星雨飞花·长辛, 6, 8, 285, 34800000, 贯日：外功攻击+100, 星雨飞花伤害提升6%, 空
5907, 星雨飞花·长辛, 7, 12, 420, 41800000, 贯日：外功攻击+110, 星雨飞花伤害提升7%, 空
5908, 星雨飞花·长辛, 8, 16, 6, 139350000, 贯日：外功攻击+115, 星雨飞花伤害提升8%, 空
5909, 星雨飞花·长辛, 9, 20, 0, 0, 贯日：外功攻击+115, 星雨飞花伤害提升9%, 改变唐门招式《星雨飞花》表现
6000, 归玄·地煞, 0, 0, 0, 0, 空, 空, 空
6001, 归玄·地煞, 1, 0, 135, 5050000, 秋水：气血上限+400, 归玄命中敌人后降低外攻防御1%持续6秒, 空
6002, 归玄·地煞, 2, 1, 270, 8850000, 秋水：气血上限+450, 归玄命中敌人后降低外攻防御2%持续6秒, 空
6003, 归玄·地煞, 3, 2, 405, 12650000, 秋水：气血上限+500, 归玄命中敌人后降低外攻防御3%持续6秒, 空
6004, 归玄·地煞, 4, 3, 6, 19000000, 秋水：气血上限+600, 归玄命中敌人后降低外攻防御4%持续6秒, 空
6005, 归玄·地煞, 5, 5, 130, 25350000, 秋水：气血上限+700, 归玄命中敌人后降低外攻防御5%持续6秒, 空
6006, 归玄·地煞, 6, 8, 260, 31650000, 秋水：气血上限+800, 归玄命中敌人后降低外攻防御6%持续6秒, 空
6007, 归玄·地煞, 7, 12, 385, 38000000, 秋水：气血上限+850, 归玄命中敌人后降低外攻防御7%持续6秒, 空
6008, 归玄·地煞, 8, 16, 6, 126700000, 秋水：气血上限+900, 归玄命中敌人后降低外攻防御8%持续6秒, 空
6009, 归玄·地煞, 9, 20, 0, 0, 秋水：气血上限+900, 归玄命中敌人后降低外攻防御9%持续6秒, 改变真武招式《归玄》表现
6100, 离渊·地煞, 0, 0, 0, 0, 空, 空, 空
6101, 离渊·地煞, 1, 0, 165, 5550000, 贯日：外功攻击+50, 离渊命中敌人后降低外攻防御1%持续6秒, 空
6102, 离渊·地煞, 2, 1, 335, 9700000, 贯日：外功攻击+60, 离渊命中敌人后降低外攻防御2%持续6秒, 空
6103, 离渊·地煞, 3, 2, 505, 13900000, 贯日：外功攻击+65, 离渊命中敌人后降低外攻防御3%持续6秒, 空
6104, 离渊·地煞, 4, 3, 7, 20900000, 贯日：外功攻击+75, 离渊命中敌人后降低外攻防御4%持续6秒, 空
6105, 离渊·地煞, 5, 5, 140, 27850000, 贯日：外功攻击+90, 离渊命中敌人后降低外攻防御5%持续6秒, 空
6106, 离渊·地煞, 6, 8, 285, 34800000, 贯日：外功攻击+100, 离渊命中敌人后降低外攻防御6%持续6秒, 空
6107, 离渊·地煞, 7, 12, 420, 41800000, 贯日：外功攻击+110, 离渊命中敌人后降低外攻防御7%持续6秒, 空
6108, 离渊·地煞, 8, 16, 6, 139350000, 贯日：外功攻击+115, 离渊命中敌人后降低外攻防御8%持续6秒, 空
6109, 离渊·地煞, 9, 20, 0, 0, 贯日：外功攻击+115, 离渊命中敌人后降低外攻防御9%持续6秒, 改变真武招式《离渊》表现
6200, 绝命伞·长辛, 0, 0, 0, 0, 空, 空, 空
6201, 绝命伞·长辛, 1, 0, 135, 5050000, 秋水：气血上限+400, 绝命伞伤害提升0.5%, 空
6202, 绝命伞·长辛, 2, 1, 270, 8850000, 秋水：气血上限+450, 绝命伞伤害提升1%, 空
6203, 绝命伞·长辛, 3, 2, 405, 12650000, 秋水：气血上限+500, 绝命伞伤害提升1.5%, 空
6204, 绝命伞·长辛, 4, 3, 6, 19000000, 秋水：气血上限+600, 绝命伞伤害提升2%, 空
6205, 绝命伞·长辛, 5, 5, 130, 25350000, 秋水：气血上限+700, 绝命伞伤害提升2.5%, 空
6206, 绝命伞·长辛, 6, 8, 260, 31650000, 秋水：气血上限+800, 绝命伞伤害提升3%, 空
6207, 绝命伞·长辛, 7, 12, 385, 38000000, 秋水：气血上限+850, 绝命伞伤害提升3.5%, 空
6208, 绝命伞·长辛, 8, 16, 6, 126700000, 秋水：气血上限+900, 绝命伞伤害提升4%, 空
6209, 绝命伞·长辛, 9, 20, 0, 0, 秋水：气血上限+900, 绝命伞伤害提升4.5%, 改变天香招式《绝命伞》表现
6300, 琴心三叠·长辛, 0, 0, 0, 0, 空, 空, 空
6301, 琴心三叠·长辛, 1, 0, 165, 5550000, 贯日：外功攻击+50, 琴心三叠伤害提升1%, 空
6302, 琴心三叠·长辛, 2, 1, 335, 9700000, 贯日：外功攻击+60, 琴心三叠伤害提升2%, 空
6303, 琴心三叠·长辛, 3, 2, 505, 13900000, 贯日：外功攻击+65, 琴心三叠伤害提升3%, 空
6304, 琴心三叠·长辛, 4, 3, 7, 20900000, 贯日：外功攻击+75, 琴心三叠伤害提升4%, 空
6305, 琴心三叠·长辛, 5, 5, 140, 27850000, 贯日：外功攻击+90, 琴心三叠伤害提升5%, 空
6306, 琴心三叠·长辛, 6, 8, 285, 34800000, 贯日：外功攻击+100, 琴心三叠伤害提升6%, 空
6307, 琴心三叠·长辛, 7, 12, 420, 41800000, 贯日：外功攻击+110, 琴心三叠伤害提升7%, 空
6308, 琴心三叠·长辛, 8, 16, 6, 139350000, 贯日：外功攻击+115, 琴心三叠伤害提升8%, 空
6309, 琴心三叠·长辛, 9, 20, 0, 0, 贯日：外功攻击+115, 琴心三叠伤害提升9%, 改变天香招式《琴心三叠》表现
6400, 狂风追命·长辛, 0, 0, 0, 0, 空, 空, 空
6401, 狂风追命·长辛, 1, 0, 135, 5050000, 秋水：气血上限+400, 狂蜂追命伤害提升0.5%, 空
6402, 狂风追命·长辛, 2, 1, 270, 8850000, 秋水：气血上限+450, 狂蜂追命伤害提升1%, 空
6403, 狂风追命·长辛, 3, 2, 405, 12650000, 秋水：气血上限+500, 狂蜂追命伤害提升1.5%, 空
6404, 狂风追命·长辛, 4, 3, 6, 19000000, 秋水：气血上限+600, 狂蜂追命伤害提升2%, 空
6405, 狂风追命·长辛, 5, 5, 130, 25350000, 秋水：气血上限+700, 狂蜂追命伤害提升2.5%, 空
6406, 狂风追命·长辛, 6, 8, 260, 31650000, 秋水：气血上限+800, 狂蜂追命伤害提升3%, 空
6407, 狂风追命·长辛, 7, 12, 385, 38000000, 秋水：气血上限+850, 狂蜂追命伤害提升3.5%, 空
6408, 狂风追命·长辛, 8, 16, 6, 126700000, 秋水：气血上限+900, 狂蜂追命伤害提升4%, 空
6409, 狂风追命·长辛, 9, 20, 0, 0, 秋水：气血上限+900, 狂蜂追命伤害提升4.5%, 改变五毒招式《狂风追命》表现
6500, 凤凰决杀·长辛, 0, 0, 0, 0, 空, 空, 空
6501, 凤凰决杀·长辛, 1, 0, 165, 5550000, 贯日：外功攻击+50, 凤凰决杀伤害提升1%, 空
6502, 凤凰决杀·长辛, 2, 1, 335, 9700000, 贯日：外功攻击+60, 凤凰决杀伤害提升2%, 空
6503, 凤凰决杀·长辛, 3, 2, 505, 13900000, 贯日：外功攻击+65, 凤凰决杀伤害提升3%, 空
6504, 凤凰决杀·长辛, 4, 3, 7, 20900000, 贯日：外功攻击+75, 凤凰决杀伤害提升4%, 空
6505, 凤凰决杀·长辛, 5, 5, 140, 27850000, 贯日：外功攻击+90, 凤凰决杀伤害提升5%, 空
6506, 凤凰决杀·长辛, 6, 8, 285, 34800000, 贯日：外功攻击+100, 凤凰决杀伤害提升6%, 空
6507, 凤凰决杀·长辛, 7, 12, 420, 41800000, 贯日：外功攻击+110, 凤凰决杀伤害提升7%, 空
6508, 凤凰决杀·长辛, 8, 16, 6, 139350000, 贯日：外功攻击+115, 凤凰决杀伤害提升8%, 空
6509, 凤凰决杀·长辛, 9, 20, 0, 0, 贯日：外功攻击+115, 凤凰决杀伤害提升9%, 改变五毒招式《凤凰决杀》表现
6600, 鹰击长空·长辛, 0, 0, 0, 0, 空, 空, 空
6601, 鹰击长空·长辛, 1, 0, 135, 5050000, 秋水：气血上限+400, 鹰击长空伤害提升0.5%, 空
6602, 鹰击长空·长辛, 2, 1, 270, 8850000, 秋水：气血上限+450, 鹰击长空伤害提升1%, 空
6603, 鹰击长空·长辛, 3, 2, 405, 12650000, 秋水：气血上限+500, 鹰击长空伤害提升1.5%, 空
6604, 鹰击长空·长辛, 4, 3, 6, 19000000, 秋水：气血上限+600, 鹰击长空伤害提升2%, 空
6605, 鹰击长空·长辛, 5, 5, 130, 25350000, 秋水：气血上限+700, 鹰击长空伤害提升2.5%, 空
6606, 鹰击长空·长辛, 6, 8, 260, 31650000, 秋水：气血上限+800, 鹰击长空伤害提升3%, 空
6607, 鹰击长空·长辛, 7, 12, 385, 38000000, 秋水：气血上限+850, 鹰击长空伤害提升3.5%, 空
6608, 鹰击长空·长辛, 8, 16, 6, 126700000, 秋水：气血上限+900, 鹰击长空伤害提升4%, 空
6609, 鹰击长空·长辛, 9, 20, 0, 0, 秋水：气血上限+900, 鹰击长空伤害提升4.5%, 改变神刀招式《鹰击长空》表现
6700, 斩血海·长辛, 0, 0, 0, 0, 空, 空, 空
6701, 斩血海·长辛, 1, 0, 165, 5550000, 贯日：外功攻击+50, 斩血海伤害提升1%, 空
6702, 斩血海·长辛, 2, 1, 335, 9700000, 贯日：外功攻击+60, 斩血海伤害提升2%, 空
6703, 斩血海·长辛, 3, 2, 505, 13900000, 贯日：外功攻击+65, 斩血海伤害提升3%, 空
6704, 斩血海·长辛, 4, 3, 7, 20900000, 贯日：外功攻击+75, 斩血海伤害提升4%, 空
6705, 斩血海·长辛, 5, 5, 140, 27850000, 贯日：外功攻击+90, 斩血海伤害提升5%, 空
6706, 斩血海·长辛, 6, 8, 285, 34800000, 贯日：外功攻击+100, 斩血海伤害提升6%, 空
6707, 斩血海·长辛, 7, 12, 420, 41800000, 贯日：外功攻击+110, 斩血海伤害提升7%, 空
6708, 斩血海·长辛, 8, 16, 6, 139350000, 贯日：外功攻击+115, 斩血海伤害提升8%, 空
6709, 斩血海·长辛, 9, 20, 0, 0, 贯日：外功攻击+115, 斩血海伤害提升9%, 改变神刀招式《斩血海》表现
6800, 漱玉诀·劲松, 0, 0, 0, 0, 空, 空, 空
6801, 漱玉诀·劲松, 1, 0, 15, 2000000, 屏月：格挡+3%, 漱玉诀宽度增加1%, 空
6802, 漱玉诀·劲松, 2, 1, 30, 3500000, 屏月：格挡+3.5%, 漱玉诀宽度增加2%, 空
6803, 漱玉诀·劲松, 3, 2, 45, 5000000, 屏月：格挡+4%, 漱玉诀宽度增加3%, 空
6804, 漱玉诀·劲松, 4, 3, 2, 7500000, 屏月：格挡+4.5%, 漱玉诀宽度增加4%, 空
6805, 漱玉诀·劲松, 5, 5, 50, 10000000, 屏月：格挡+6.5%, 漱玉诀宽度增加5%，命中目标时，有20%几率减少移花接玉0.5秒调息时间, 空
6806, 漱玉诀·劲松, 6, 8, 100, 12500000, 屏月：格挡+7%, 漱玉诀宽度增加6%，命中目标时，有20%几率减少移花接玉1秒调息时间, 空
6807, 漱玉诀·劲松, 7, 12, 150, 15000000, 屏月：格挡+7.5%, 漱玉诀宽度增加7%，命中目标时，有20%几率减少移花接玉1.5秒调息时间, 空
6808, 漱玉诀·劲松, 8, 16, 2, 50000000, 屏月：格挡+8%, 漱玉诀宽度增加8%，命中目标时，有20%几率减少移花接玉2秒调息时间, 空
6809, 漱玉诀·劲松, 9, 20, 0, 0, 屏月：格挡+8%, 漱玉诀宽度增加9%，命中目标时，有20%几率减少移花接玉2.5秒调息时间, 改变移花招式《漱玉诀》表现
6900, 天地醉心·观复, 0, 0, 0, 0, 空, 空, 空
6901, 天地醉心·观复, 1, 0, 30, 3200000, 专情：命中+3%, 天地醉心调息时间减少0.5秒, 空
6902, 天地醉心·观复, 2, 1, 60, 5600000, 专情：命中+3.5%, 天地醉心调息时间减少1.0秒, 空
6903, 天地醉心·观复, 3, 2, 90, 8000000, 专情：命中+4%, 天地醉心调息时间减少1.5秒, 空
6904, 天地醉心·观复, 4, 3, 3, 12000000, 专情：命中+4.5%, 天地醉心调息时间减少2.0秒, 空
6905, 天地醉心·观复, 5, 5, 75, 16000000, 专情：命中+6.5%, 天地醉心调息时间减少2.5秒, 空
6906, 天地醉心·观复, 6, 8, 150, 20000000, 专情：命中+7%, 天地醉心调息时间减少3.0秒, 空
6907, 天地醉心·观复, 7, 12, 225, 24000000, 专情：命中+7.5%, 天地醉心调息时间减少3.5秒, 空
6908, 天地醉心·观复, 8, 16, 3, 80000000, 专情：命中+8%, 天地醉心调息时间减少4.0秒, 空
6909, 天地醉心·观复, 9, 20, 0, 0, 专情：命中+8%, 天地醉心调息时间减少4.5秒, 改变移花招式《天地醉心》表现
7000, 裁玉三问·长辛, 0, 0, 0, 0, 空, 空, 空
7001, 裁玉三问·长辛, 1, 0, 90, 3850000, 长鸿：韧劲+2%, 裁玉三问伤害增加1%, 空
7002, 裁玉三问·长辛, 2, 1, 180, 6700000, 长鸿：韧劲+2.5%, 裁玉三问伤害增加2%, 空
7003, 裁玉三问·长辛, 3, 2, 270, 9600000, 长鸿：韧劲+3%, 裁玉三问伤害增加3%, 空
7004, 裁玉三问·长辛, 4, 3, 4, 14400000, 长鸿：韧劲+3.5%, 裁玉三问伤害增加4%, 空
7005, 裁玉三问·长辛, 5, 5, 95, 19200000, 长鸿：韧劲+4%, 裁玉三问伤害增加5%, 空
7006, 裁玉三问·长辛, 6, 8, 190, 24000000, 长鸿：韧劲+4.5%, 裁玉三问伤害增加6%, 空
7007, 裁玉三问·长辛, 7, 12, 280, 28800000, 长鸿：韧劲+5%, 裁玉三问伤害增加7%, 空
7008, 裁玉三问·长辛, 8, 16, 4, 96000000, 长鸿：韧劲+5.5%, 裁玉三问伤害增加8%, 空
7009, 裁玉三问·长辛, 9, 20, 0, 0, 长鸿：韧劲+6%, 裁玉三问伤害增加9%, 改变移花招式《裁玉三问》表现
7100, 大音希声·长辛, 0, 0, 0, 0, 空, 空, 空
7101, 大音希声·长辛, 1, 0, 115, 4600000, 犀照：会心率+3%, 大音希声伤害提升1%, 空
7102, 大音希声·长辛, 2, 1, 225, 8050000, 犀照：会心率+3.5%, 大音希声伤害提升2%, 空
